Image No,Image Pixel,Processing Time,Iteration,Combination,Current Script,Execution Time (seconds),RAM Memory Usage (MB),CPU Usage Per Core,GPU Usage (%),GPU Memory Usage (MB),Total RAM (GB),Total CPU Cores,Total GPU Memory (GB),CPU Model,GPU Model,CPU Clock Speed (MHz),GPU Clock Speed (MHz),Number of Cores Used,File,Duration
1.0,448x640,44.3,1,spd,predict.py,28.734662294387817,1355.97265625,"[100.0, 0.0, 60.0, 0.0, 40.0, 100.0, 18.2, 20.0, 10.0, 44.4, 44.4, 45.5, 0.0, 0.0, 63.6, 60.0, 0.0, 27.3, 33.3, 0.0, 0.0, 0.0, 0.0, 100.0, 22.2, 0.0, 40.0, 0.0, 60.0, 0.0, 0.0, 10.0]",95,5.6279296875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,19,,
,,390.0,1,spd,speech.py,112.05002117156982,1461.7265625,"[0.0, 0.0, 10.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",95,5.6279296875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,5,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,42.5,1,ssp,predict.py,41.288591384887695,1355.09765625,"[20.0, 10.0, 0.0, 100.0, 30.0, 40.0, 100.0, 10.0, 0.0, 0.0, 40.0, 70.0, 11.1, 10.0, 11.1, 0.0, 20.0, 44.4, 44.4, 0.0, 0.0, 0.0, 0.0, 40.0, 9.1, 0.0, 0.0, 20.0, 90.9, 20.0, 20.0, 0.0]",100,8.8876953125,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,21,,
,,390.0,1,ssp,speech.py,184.30605840682983,2382.02734375,"[20.0, 72.7, 9.1, 20.0, 20.0, 0.0, 100.0, 16.7, 20.0, 0.0, 10.0, 0.0, 10.0, 20.0, 20.0, 10.0, 9.1, 90.9, 10.0, 60.0, 20.0, 100.0, 0.0, 0.0, 20.0, 10.0, 0.0, 20.0, 0.0, 20.0, 0.0, 0.0]",100,8.8876953125,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,23,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
,,390.0,1,sss,speech.py,262.6185784339905,1682.0703125,"[33.3, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 20.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 60.0, 100.0, 20.0, 0.0, 10.0, 100.0, 0.0, 16.7, 0.0, 100.0, 0.0, 0.0, 0.0]",100,11.6689453125,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,12,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,40.7,1,ssd,detect.py,43.5826416015625,1343.30078125,"[80.0, 30.0, 100.0, 0.0, 20.0, 80.0, 0.0, 100.0, 10.0, 30.0, 0.0, 100.0, 63.6, 9.1, 27.3, 70.0, 0.0, 0.0, 80.0, 0.0, 90.0, 22.2, 10.0, 60.0, 20.0, 0.0, 0.0, 0.0, 60.0, 0.0, 0.0, 0.0]",100,8.4091796875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,20,,
,,390.0,1,ssd,speech.py,182.1173570156097,1623.3671875,"[11.1, 60.0, 20.0, 70.0, 0.0, 0.0, 0.0, 16.7, 63.6, 0.0, 60.0, 0.0, 50.0, 100.0, 10.0, 9.1, 0.0, 0.0, 80.0, 33.3, 0.0, 55.6, 0.0, 33.3, 36.4, 100.0, 100.0, 20.0, 66.7, 0.0, 10.0, 11.1]",100,8.4091796875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,22,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,39.6,1,sdp,detect.py,27.07761549949646,1349.8828125,"[10.0, 0.0, 60.0, 100.0, 0.0, 100.0, 0.0, 9.1, 0.0, 30.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 60.0, 0.0, 0.0, 0.0, 0.0, 16.7, 0.0, 30.0, 0.0, 0.0, 9.1, 100.0, 18.2, 30.0]",94,5.6279296875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,14,,
1.0,448x640,44.3,1,sdp,predict.py,28.523446083068848,1359.7890625,"[80.0, 0.0, 36.4, 30.0, 20.0, 50.0, 60.0, 0.0, 11.1, 100.0, 72.7, 0.0, 0.0, 9.1, 54.5, 0.0, 0.0, 100.0, 0.0, 77.8, 10.0, 9.1, 45.5, 36.4, 0.0, 33.3, 0.0, 36.4, 10.0, 70.0, 60.0, 0.0]",94,5.6279296875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,22,,
,,390.0,1,sdp,speech.py,112.2573425769806,1512.81640625,"[0.0, 0.0, 0.0, 0.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",94,5.6279296875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,3,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,43.7,1,sds,detect.py,45.06252574920654,1343.09375,"[54.5, 50.0, 10.0, 100.0, 9.1, 40.0, 60.0, 10.0, 63.6, 10.0, 100.0, 27.3, 100.0, 70.0, 0.0, 9.1, 9.1, 20.0, 0.0, 0.0, 0.0, 12.5, 30.0, 80.0, 0.0, 20.0, 0.0, 9.1, 0.0, 70.0, 54.5, 9.1]",100,8.4091796875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,25,,
,,390.0,1,sds,speech.py,182.8562340736389,1762.67578125,"[0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 10.0, 0.0]",100,8.4091796875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,5,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,39.9,1,sdd,detect.py,26.45996284484864,1363.4609375,"[0.0, 9.1, 20.0, 36.4, 100.0, 100.0, 100.0, 22.2, 27.3, 10.0, 0.0, 9.1, 30.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 30.0, 50.0, 20.0, 16.7, 0.0, 10.0, 0.0, 20.0]",97,5.1494140625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,19,,
,,390.0,1,sdd,speech.py,111.83815813064577,1679.28125,"[36.4, 33.3, 22.2, 10.0, 0.0, 50.0, 0.0, 40.0, 0.0, 0.0, 0.0, 20.0, 27.3, 0.0, 27.3, 20.0, 10.0, 9.1, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 9.1, 27.3, 100.0, 0.0, 50.0, 50.0, 10.0]",97,5.1494140625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,19,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,40.0,1,dpp,detect.py,18.82063794136048,1334.1796875,"[0.0, 70.0, 0.0, 0.0, 100.0, 36.4, 0.0, 33.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 9.1, 0.0, 20.0, 9.1, 9.1, 0.0, 9.1, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",75,2.8466796875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,11,,
1.0,448x640,43.3,1,dpp,predict.py,19.058802604675293,1368.16796875,"[0.0, 100.0, 0.0, 8.3, 63.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 36.4, 0.0, 33.3, 33.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 27.3, 0.0, 0.0]",75,2.8466796875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,8,,
1.0,448x640,42.5,1,dps,detect.py,28.398033142089844,1340.6953125,"[45.5, 0.0, 0.0, 63.6, 55.6, 45.5, 0.0, 100.0, 100.0, 0.0, 50.0, 40.0, 9.1, 90.0, 0.0, 100.0, 0.0, 90.0, 10.0, 0.0, 50.0, 0.0, 40.0, 88.9, 0.0, 0.0, 55.6, 18.2, 10.0, 9.1, 90.0, 0.0]",98,5.6279296875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,21,,
1.0,448x640,47.1,1,dps,predict.py,29.59707975387573,1357.00390625,"[11.1, 0.0, 0.0, 0.0, 100.0, 9.1, 0.0, 0.0, 0.0, 70.0, 40.0, 0.0, 9.1, 30.0, 0.0, 0.0, 80.0, 9.1, 0.0, 10.0, 9.1, 9.1, 0.0, 30.0, 9.1, 0.0, 10.0, 0.0, 0.0, 0.0, 30.0, 90.0]",93,5.6279296875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,17,,
,,390.0,1,dps,speech.py,111.46442294120789,1758.99609375,"[18.2, 10.0, 18.2, 27.3, 60.0, 0.0, 30.0, 60.0, 0.0, 10.0, 10.0, 0.0, 9.1, 10.0, 0.0, 9.1, 0.0, 36.4, 11.1, 10.0, 27.3, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 55.6, 0.0, 20.0, 0.0, 0.0]",98,5.6279296875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,19,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,41.4,1,dpd,detect.py,18.45246410369873,1336.125,"[0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 88.9, 0.0, 0.0, 0.0, 20.0, 0.0, 27.3, 0.0, 0.0, 0.0]",73,2.3681640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,5,,
1.0,448x640,44.7,1,dpd,predict.py,18.70573806762696,1360.11328125,"[0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 22.2, 0.0, 18.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 81.8, 80.0]",73,2.3681640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,6,,
1.0,448x640,42.1,1,dsp,detect.py,28.79767251014709,1332.31640625,"[10.0, 0.0, 0.0, 0.0, 9.1, 100.0, 100.0, 18.2, 100.0, 9.1, 100.0, 10.0, 0.0, 9.1, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 45.5, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 10.0, 10.0, 10.0]",96,5.6279296875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,17,,
1.0,448x640,45.9,1,dsp,predict.py,30.25497984886169,1383.296875,"[20.0, 10.0, 9.1, 0.0, 100.0, 20.0, 100.0, 0.0, 0.0, 20.0, 100.0, 9.1, 0.0, 0.0, 0.0, 30.0, 9.1, 0.0, 9.1, 0.0, 0.0, 10.0, 0.0, 22.2, 100.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0]",96,5.6279296875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,16,,
,,390.0,1,dsp,speech.py,110.92572021484376,1680.734375,"[10.0, 66.7, 10.0, 0.0, 91.7, 30.0, 80.0, 0.0, 0.0, 0.0, 9.1, 0.0, 27.3, 0.0, 40.0, 0.0, 0.0, 0.0, 27.3, 20.0, 0.0, 20.0, 0.0, 30.0, 0.0, 11.1, 10.0, 0.0, 0.0, 27.3, 0.0, 0.0]",96,5.6279296875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,16,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,38.3,1,dss,detect.py,39.5111608505249,1338.5859375,"[9.1, 100.0, 30.0, 66.7, 70.0, 11.1, 0.0, 9.1, 66.7, 0.0, 100.0, 45.5, 44.4, 0.0, 80.0, 0.0, 0.0, 0.0, 36.4, 0.0, 0.0, 0.0, 70.0, 10.0, 0.0, 0.0, 0.0, 80.0, 11.1, 100.0, 16.7, 44.4]",100,8.4091796875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,20,,
,,390.0,1,dss,speech.py,182.6847877502441,1681.66015625,"[40.0, 0.0, 18.2, 40.0, 100.0, 30.0, 27.3, 40.0, 10.0, 20.0, 10.0, 0.0, 40.0, 70.0, 100.0, 0.0, 10.0, 40.0, 0.0, 0.0, 0.0, 0.0, 30.0, 9.1, 0.0, 33.3, 45.5, 20.0, 0.0, 20.0, 0.0, 0.0]",100,8.4091796875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,21,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,42.1,1,dsd,detect.py,27.50422501564026,1351.484375,"[22.2, 10.0, 10.0, 45.5, 10.0, 20.0, 0.0, 100.0, 0.0, 100.0, 0.0, 20.0, 100.0, 0.0, 100.0, 40.0, 0.0, 0.0, 36.4, 0.0, 30.0, 10.0, 10.0, 45.5, 9.1, 0.0, 0.0, 20.0, 0.0, 27.3, 0.0, 20.0]",92,5.1494140625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,21,,
,,390.0,1,dsd,speech.py,111.0105483531952,1776.1796875,"[0.0, 30.0, 100.0, 100.0, 60.0, 10.0, 72.7, 20.0, 40.0, 10.0, 0.0, 50.0, 10.0, 50.0, 0.0, 18.2, 33.3, 10.0, 10.0, 0.0, 10.0, 30.0, 18.2, 0.0, 10.0, 0.0, 20.0, 10.0, 10.0, 18.2, 18.2, 10.0]",96,5.1494140625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,26,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,41.2,1,ddp,detect.py,18.69381022453308,1360.76171875,"[0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 77.8, 0.0, 0.0, 0.0, 63.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0]",71,2.3681640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,5,,
1.0,448x640,44.9,1,ddp,predict.py,19.030343532562256,1381.30078125,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 10.0, 10.0, 0.0]",71,2.3681640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,6,,
1.0,448x640,40.0,1,dds,detect.py,27.251192569732662,1338.28515625,"[27.3, 50.0, 20.0, 50.0, 100.0, 0.0, 0.0, 44.4, 0.0, 100.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 54.5, 10.0, 9.1, 0.0, 0.0, 0.0, 22.2, 0.0, 0.0, 0.0, 0.0, 0.0]",97,5.1494140625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,13,,
,,390.0,1,dds,speech.py,110.74814772605896,1681.61328125,"[0.0, 0.0, 18.2, 10.0, 100.0, 10.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 11.1, 0.0, 0.0, 40.0, 0.0, 0.0, 0.0, 10.0, 9.1, 9.1, 10.0, 0.0, 10.0, 0.0, 66.7, 0.0, 0.0, 0.0, 0.0]",95,5.1494140625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,13,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,40.2,1,ddd,detect.py,17.983448028564453,1333.703125,"[0.0, 0.0, 80.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 90.0]",67,1.8896484375,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,5,,
1.0,448x640,43.9,1,pppp,predict.py,23.72736239433289,1358.06640625,"[0.0, 0.0, 0.0, 0.0, 90.0, 0.0, 0.0, 100.0, 0.0, 0.0, 18.2, 0.0, 0.0, 9.1, 90.9, 9.1, 10.0, 0.0, 90.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0]",77,4.232421875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,10,,
1.0,448x640,44.5,1,ppps,predict.py,34.47491097450256,1360.515625,"[60.0, 88.9, 0.0, 27.3, 10.0, 100.0, 27.3, 0.0, 54.5, 0.0, 100.0, 18.2, 30.0, 90.9, 50.0, 0.0, 0.0, 0.0, 90.0, 60.0, 0.0, 22.2, 100.0, 0.0, 44.4, 0.0, 0.0, 9.1, 54.5, 81.8, 10.0, 0.0]",97,7.013671875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,21,,
,,390.0,1,ppps,speech.py,114.4303765296936,1683.05078125,"[10.0, 20.0, 100.0, 0.0, 20.0, 0.0, 9.1, 0.0, 10.0, 10.0, 0.0, 0.0, 10.0, 20.0, 0.0, 0.0, 54.5, 20.0, 25.0, 10.0, 100.0, 10.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 9.1, 20.0, 50.0, 18.2]",97,7.013671875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,20,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,40.5,1,pppd,detect.py,21.382803916931152,1334.0703125,"[0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 16.7, 0.0, 9.1, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0]",82,3.75390625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,6,,
1.0,448x640,45.2,1,pppd,predict.py,21.609399795532227,1357.0625,"[0.0, 10.0, 0.0, 0.0, 100.0, 40.0, 10.0, 0.0, 10.0, 0.0, 0.0, 0.0, 54.5, 0.0, 0.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",82,3.75390625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,8,,
1.0,448x640,44.5,1,ppsp,predict.py,33.37337589263916,1355.0234375,"[100.0, 100.0, 100.0, 22.2, 0.0, 100.0, 44.4, 0.0, 0.0, 10.0, 9.1, 20.0, 55.6, 10.0, 22.2, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 50.0, 0.0, 30.0, 0.0, 0.0, 18.2, 0.0, 30.0, 0.0, 0.0]",100,7.013671875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,17,,
,,390.0,1,ppsp,speech.py,114.16114091873168,1736.97265625,"[0.0, 0.0, 100.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1]",98,7.013671875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,5,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,45.0,1,ppss,predict.py,54.93620872497559,1357.21484375,"[63.6, 11.1, 0.0, 45.5, 40.0, 66.7, 80.0, 70.0, 100.0, 0.0, 80.0, 63.6, 18.2, 36.4, 50.0, 20.0, 20.0, 30.0, 50.0, 18.2, 36.4, 0.0, 30.0, 0.0, 0.0, 9.1, 63.6, 55.6, 30.0, 0.0, 10.0, 30.0]",100,9.794921875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,26,,
,,390.0,1,ppss,speech.py,185.18451523780823,1680.86328125,"[9.1, 0.0, 100.0, 20.0, 20.0, 0.0, 100.0, 100.0, 10.0, 0.0, 100.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 20.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0]",100,9.794921875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,12,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
